Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Takashi Ito	3	Journal Article	16166515	Science	2005	The origin of planetary impactors in the inner solar system.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA.
Fumi Yoshida	4	Journal Article	16166515	Science	2005	The origin of planetary impactors in the inner solar system.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA.
David A Kring	Corresponding	Journal Article	16166515	Science	2005	The origin of planetary impactors in the inner solar system.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA.
Muriel Brengues	First	Journal Article	16141371	Science	2005	Movement of eukaryotic mRNAs between polysomes and cytoplasmic processing bodies.	Department of Molecular and Cellular Biology and Howard Hughes Medical Institute; University of Arizona; Tucson; AZ 85721-0106; USA.
Daniela Teixeira	2	Journal Article	16141371	Science	2005	Movement of eukaryotic mRNAs between polysomes and cytoplasmic processing bodies.	Department of Molecular and Cellular Biology and Howard Hughes Medical Institute; University of Arizona; Tucson; AZ 85721-0106; USA.
Roy Parker	Corresponding	Journal Article	16141371	Science	2005	Movement of eukaryotic mRNAs between polysomes and cytoplasmic processing bodies.	Department of Molecular and Cellular Biology and Howard Hughes Medical Institute; University of Arizona; Tucson; AZ 85721-0106; USA.
Elizabeth A Bernays	First	Journal Article	16049466	Nature	2005	Insect defences: taste alteration and endoparasites.	Department of Entomology and Arizona Research Laboratories Division of Neurobiology; University of Arizona; Tucson; Arizona 85721-0036; USA. bernays@comcast.net
Michael S Singer	Corresponding	Journal Article	16049466	Nature	2005	Insect defences: taste alteration and endoparasites.	Department of Entomology and Arizona Research Laboratories Division of Neurobiology; University of Arizona; Tucson; Arizona 85721-0036; USA. bernays@comcast.net
Oliver Krause	First	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
George H Rieke	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
Stephan M Birkmann	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
Emeric Le Floc'h	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
Karl D Gordon	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
Eiichi Egami	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
John Bieging	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
John P Hughes	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
Erick T Young	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
Joannah L Hinz	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
Sascha P Quanz	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
Dean C Hines	Corresponding	Journal Article	15947181	Science	2005	Infrared echoes near the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721; USA. krause@as.arizona.edu
H J Melosh	First	Journal Article	15758988	Nature	2005	Planetary science: Meteor Crater formed by low-velocity impact.	Lunar and Planetary Laboratory; University of Arizona; Tucson; Arizona 85721; USA. jmelosh@lpl.arizona.edu
G S Collins	Corresponding	Journal Article	15758988	Nature	2005	Planetary science: Meteor Crater formed by low-velocity impact.	Lunar and Planetary Laboratory; University of Arizona; Tucson; Arizona 85721; USA. jmelosh@lpl.arizona.edu
J R Jokipii	Corresponding	Journal Article	15746417	Science	2005	Astronomy. Our interstellar neighborhood.	Department of Planetary Sciences; University of Arizona; Tucson; AZ 85721; USA. jokipii@lpl.arizona.edu
Laird M Close	First	Journal Article	15662417	Nature	2005	A dynamical calibration of the mass-luminosity relation at very low stellar masses and young ages.	Steward Observatory; University of Arizona; Tucson; Arizona 85721; USA. lclose@as.arizona.edu
Rainer Lenzen	Corresponding	Journal Article	15662417	Nature	2005	A dynamical calibration of the mass-luminosity relation at very low stellar masses and young ages.	Steward Observatory; University of Arizona; Tucson; Arizona 85721; USA. lclose@as.arizona.edu
Jose C Guirado	Corresponding	Journal Article	15662417	Nature	2005	A dynamical calibration of the mass-luminosity relation at very low stellar masses and young ages.	Steward Observatory; University of Arizona; Tucson; Arizona 85721; USA. lclose@as.arizona.edu
Eric L Nielsen	Corresponding	Journal Article	15662417	Nature	2005	A dynamical calibration of the mass-luminosity relation at very low stellar masses and young ages.	Steward Observatory; University of Arizona; Tucson; Arizona 85721; USA. lclose@as.arizona.edu
Eric E Mamajek	Corresponding	Journal Article	15662417	Nature	2005	A dynamical calibration of the mass-luminosity relation at very low stellar masses and young ages.	Steward Observatory; University of Arizona; Tucson; Arizona 85721; USA. lclose@as.arizona.edu
Wolfgang Brandner	Corresponding	Journal Article	15662417	Nature	2005	A dynamical calibration of the mass-luminosity relation at very low stellar masses and young ages.	Steward Observatory; University of Arizona; Tucson; Arizona 85721; USA. lclose@as.arizona.edu
Markus Hartung	Corresponding	Journal Article	15662417	Nature	2005	A dynamical calibration of the mass-luminosity relation at very low stellar masses and young ages.	Steward Observatory; University of Arizona; Tucson; Arizona 85721; USA. lclose@as.arizona.edu
Chris Lidman	Corresponding	Journal Article	15662417	Nature	2005	A dynamical calibration of the mass-luminosity relation at very low stellar masses and young ages.	Steward Observatory; University of Arizona; Tucson; Arizona 85721; USA. lclose@as.arizona.edu
Beth Biller	Corresponding	Journal Article	15662417	Nature	2005	A dynamical calibration of the mass-luminosity relation at very low stellar masses and young ages.	Steward Observatory; University of Arizona; Tucson; Arizona 85721; USA. lclose@as.arizona.edu
Adam Burrows	Corresponding	Journal Article	15662414	Nature	2005	A theoretical look at the direct detection of giant planets outside the Solar System.	Department of Astronomy; The University of Arizona; Tucson; Arizona; USA. burrows@as.arizona.edu
Oliver Krause	First	Journal Article	15577902	Nature	2004	No cold dust within the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 N Cherry Avenue; Tucson; Arizona 85721; USA. krause@as.arizona.edu
Stephan M Birkmann	Corresponding	Journal Article	15577902	Nature	2004	No cold dust within the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 N Cherry Avenue; Tucson; Arizona 85721; USA. krause@as.arizona.edu
George H Rieke	Corresponding	Journal Article	15577902	Nature	2004	No cold dust within the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 N Cherry Avenue; Tucson; Arizona 85721; USA. krause@as.arizona.edu
Dietrich Lemke	Corresponding	Journal Article	15577902	Nature	2004	No cold dust within the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 N Cherry Avenue; Tucson; Arizona 85721; USA. krause@as.arizona.edu
Ulrich Klaas	Corresponding	Journal Article	15577902	Nature	2004	No cold dust within the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 N Cherry Avenue; Tucson; Arizona 85721; USA. krause@as.arizona.edu
Dean C Hines	Corresponding	Journal Article	15577902	Nature	2004	No cold dust within the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 N Cherry Avenue; Tucson; Arizona 85721; USA. krause@as.arizona.edu
Karl D Gordon	Corresponding	Journal Article	15577902	Nature	2004	No cold dust within the supernova remnant Cassiopeia A.	Steward Observatory; University of Arizona; 933 N Cherry Avenue; Tucson; Arizona 85721; USA. krause@as.arizona.edu
James E Richardson	First	Journal Article	15567856	Science	2004	Impact-induced seismic activity on asteroid 433 Eros: a surface modification process.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. jrich@lpl.arizona.edu
H Jay Melosh	Corresponding	Journal Article	15567856	Science	2004	Impact-induced seismic activity on asteroid 433 Eros: a surface modification process.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. jrich@lpl.arizona.edu
Richard Greenberg	Corresponding	Journal Article	15567856	Science	2004	Impact-induced seismic activity on asteroid 433 Eros: a surface modification process.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. jrich@lpl.arizona.edu
Vincent Daubin	First	Journal Article	15528429	Science	2004	Comment on "The origins of genome complexity".	Department of Biochemistry and Molecular Biophysics; University of Arizona. Tuscon; AZ 85721; USA. daubin@email.arizona.edu
Nancy A Moran	Corresponding	Journal Article	15528429	Science	2004	Comment on "The origins of genome complexity".	Department of Biochemistry and Molecular Biophysics; University of Arizona. Tuscon; AZ 85721; USA. daubin@email.arizona.edu
A L Sprague	First	Journal Article	15472041	Science	2004	Mars' south polar Ar enhancement: a tracer for south polar seasonal meridional mixing.	Lunar and Planetary Laboratory; 1629 East University Boulevard; University of Arizona; Tucson; AZ 85721-0092; USA. sprague@lpl.arizona.edu
W V Boynton	Corresponding	Journal Article	15472041	Science	2004	Mars' south polar Ar enhancement: a tracer for south polar seasonal meridional mixing.	Lunar and Planetary Laboratory; 1629 East University Boulevard; University of Arizona; Tucson; AZ 85721-0092; USA. sprague@lpl.arizona.edu
K E Kerry	Corresponding	Journal Article	15472041	Science	2004	Mars' south polar Ar enhancement: a tracer for south polar seasonal meridional mixing.	Lunar and Planetary Laboratory; 1629 East University Boulevard; University of Arizona; Tucson; AZ 85721-0092; USA. sprague@lpl.arizona.edu
D M Janes	Corresponding	Journal Article	15472041	Science	2004	Mars' south polar Ar enhancement: a tracer for south polar seasonal meridional mixing.	Lunar and Planetary Laboratory; 1629 East University Boulevard; University of Arizona; Tucson; AZ 85721-0092; USA. sprague@lpl.arizona.edu
D M Hunten	Corresponding	Journal Article	15472041	Science	2004	Mars' south polar Ar enhancement: a tracer for south polar seasonal meridional mixing.	Lunar and Planetary Laboratory; 1629 East University Boulevard; University of Arizona; Tucson; AZ 85721-0092; USA. sprague@lpl.arizona.edu
K J Kim	Corresponding	Journal Article	15472041	Science	2004	Mars' south polar Ar enhancement: a tracer for south polar seasonal meridional mixing.	Lunar and Planetary Laboratory; 1629 East University Boulevard; University of Arizona; Tucson; AZ 85721-0092; USA. sprague@lpl.arizona.edu
R C Reedy	Corresponding	Journal Article	15472041	Science	2004	Mars' south polar Ar enhancement: a tracer for south polar seasonal meridional mixing.	Lunar and Planetary Laboratory; 1629 East University Boulevard; University of Arizona; Tucson; AZ 85721-0092; USA. sprague@lpl.arizona.edu
A E Metzger	Corresponding	Journal Article	15472041	Science	2004	Mars' south polar Ar enhancement: a tracer for south polar seasonal meridional mixing.	Lunar and Planetary Laboratory; 1629 East University Boulevard; University of Arizona; Tucson; AZ 85721-0092; USA. sprague@lpl.arizona.edu
George Zandt	First	Journal Article	15343326	Nature	2004	Active foundering of a continental arc root beneath the southern Sierra Nevada in California.	Department of Geosciences; University of Arizona; Tucson; Arizona 85721; USA. zandt@geo.arizona.edu
Hersh Gilbert	Corresponding	Journal Article	15343326	Nature	2004	Active foundering of a continental arc root beneath the southern Sierra Nevada in California.	Department of Geosciences; University of Arizona; Tucson; Arizona 85721; USA. zandt@geo.arizona.edu
Thomas J Owens	Corresponding	Journal Article	15343326	Nature	2004	Active foundering of a continental arc root beneath the southern Sierra Nevada in California.	Department of Geosciences; University of Arizona; Tucson; Arizona 85721; USA. zandt@geo.arizona.edu
Mihai Ducea	Corresponding	Journal Article	15343326	Nature	2004	Active foundering of a continental arc root beneath the southern Sierra Nevada in California.	Department of Geosciences; University of Arizona; Tucson; Arizona 85721; USA. zandt@geo.arizona.edu
Jason Saleeby	Corresponding	Journal Article	15343326	Nature	2004	Active foundering of a continental arc root beneath the southern Sierra Nevada in California.	Department of Geosciences; University of Arizona; Tucson; Arizona 85721; USA. zandt@geo.arizona.edu
Craig H Jones	Corresponding	Journal Article	15343326	Nature	2004	Active foundering of a continental arc root beneath the southern Sierra Nevada in California.	Department of Geosciences; University of Arizona; Tucson; Arizona 85721; USA. zandt@geo.arizona.edu
Travis E Huxman	First	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Melinda D Smith	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Philip A Fay	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Alan K Knapp	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
M Rebecca Shaw	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Michael E Loik	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Stanley D Smith	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
David T Tissue	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
John C Zak	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Jake F Weltzin	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
William T Pockman	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Osvaldo E Sala	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Brent M Haddad	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
John Harte	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
George W Koch	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Susan Schwinning	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Eric E Small	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
David G Williams	Corresponding	Journal Article	15190350	Nature	2004	Convergence across biomes to a common rain-use efficiency.	Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. huxman@email.arizona.edu
Michael Worobey	First	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Mario L Santiago	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Brandon F Keele	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Jean-Bosco N Ndjango	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Jeffrey B Joy	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Bernard L Labama	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Benǫt D Dhed'A	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Andrew Rambaut	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Paul M Sharp	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
George M Shaw	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Beatrice H Hahn	Corresponding	Journal Article	15103367	Nature	2004	Origin of AIDS: contaminated polio vaccine theory refuted.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. worobey@email.arizona.edu
Donald M Hunten	Corresponding	Journal Article	15087534	Science	2004	Atmospheric science. An iron deficiency in polar mesospheric clouds.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. dhunten@lpl.arizona.edu
Massimo Piattelli-Palmarini	Corresponding	Journal Article	14668839	Nature	2003	Basic concepts: to put it simply...	Department of Linguistics; University of Arizona; 1103 East University Boulevard; Tucson; Arizona 85721-0025; USA.
Ralph Lorenz	Corresponding	Journal Article	14526089	Science	2003	Planetary science. The glitter of distant seas.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. rlorenz@lpl.arizona.edu
Catherine M O'Reilly	First	Journal Article	12917682	Nature	2003	Climate change decreases aquatic ecosystem productivity of Lake Tanganyika, Africa.	Department of Geosciences; University of Arizona; Tucson Arizona 85721; USA. caoreilly@vassar.edu
Simone R Alin	Corresponding	Journal Article	12917682	Nature	2003	Climate change decreases aquatic ecosystem productivity of Lake Tanganyika, Africa.	Department of Geosciences; University of Arizona; Tucson Arizona 85721; USA. caoreilly@vassar.edu
Pierre-Denis Plisnier	Corresponding	Journal Article	12917682	Nature	2003	Climate change decreases aquatic ecosystem productivity of Lake Tanganyika, Africa.	Department of Geosciences; University of Arizona; Tucson Arizona 85721; USA. caoreilly@vassar.edu
Andrew S Cohen	Corresponding	Journal Article	12917682	Nature	2003	Climate change decreases aquatic ecosystem productivity of Lake Tanganyika, Africa.	Department of Geosciences; University of Arizona; Tucson Arizona 85721; USA. caoreilly@vassar.edu
Brent A McKee	Corresponding	Journal Article	12917682	Nature	2003	Climate change decreases aquatic ecosystem productivity of Lake Tanganyika, Africa.	Department of Geosciences; University of Arizona; Tucson Arizona 85721; USA. caoreilly@vassar.edu
Vincent Daubin	First	Journal Article	12907801	Science	2003	Phylogenetics and the cohesion of bacterial genomes.	Department of Biochemistry and Molecular Biophysics; University of Arizona; Tucson; AZ; 85721; USA.
Nancy A Moran	2	Journal Article	12907801	Science	2003	Phylogenetics and the cohesion of bacterial genomes.	Department of Biochemistry and Molecular Biophysics; University of Arizona; Tucson; AZ; 85721; USA.
Howard Ochman	Corresponding	Journal Article	12907801	Science	2003	Phylogenetics and the cohesion of bacterial genomes.	Department of Biochemistry and Molecular Biophysics; University of Arizona; Tucson; AZ; 85721; USA.
Brian J Enquist	First	Journal Article	12789338	Nature	2003	Scaling metabolism from organisms to ecosystems.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. benquist@u.arizona.edu
Evan P Economo	Corresponding	Journal Article	12789338	Nature	2003	Scaling metabolism from organisms to ecosystems.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. benquist@u.arizona.edu
Travis E Huxman	Corresponding	Journal Article	12789338	Nature	2003	Scaling metabolism from organisms to ecosystems.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. benquist@u.arizona.edu
Andrew P Allen	Corresponding	Journal Article	12789338	Nature	2003	Scaling metabolism from organisms to ecosystems.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. benquist@u.arizona.edu
Danielle D Ignace	Corresponding	Journal Article	12789338	Nature	2003	Scaling metabolism from organisms to ecosystems.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. benquist@u.arizona.edu
James F Gillooly	Corresponding	Journal Article	12789338	Nature	2003	Scaling metabolism from organisms to ecosystems.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. benquist@u.arizona.edu
Dan Cao	First	Journal Article	12757713	Cell	2003	Computational modeling and experimental analysis of nonsense-mediated decay in yeast.	Department of Molecular and Cellular Biology and Howard Hughes Medical Institute; University of Arizona; Tucson; AZ 85721; USA.
Roy Parker	Corresponding	Journal Article	12757713	Cell	2003	Computational modeling and experimental analysis of nonsense-mediated decay in yeast.	Department of Molecular and Cellular Biology and Howard Hughes Medical Institute; University of Arizona; Tucson; AZ 85721; USA.
Ujwal Sheth	First	Journal Article	12730603	Science	2003	Decapping and decay of messenger RNA occur in cytoplasmic processing bodies.	Department of Molecular and Cellular Biology & Howard Hughes Medical Institute; University of Arizona; Tucson; AZ 85721; USA.
Roy Parker	Corresponding	Journal Article	12730603	Science	2003	Decapping and decay of messenger RNA occur in cytoplasmic processing bodies.	Department of Molecular and Cellular Biology & Howard Hughes Medical Institute; University of Arizona; Tucson; AZ 85721; USA.
Xiaohui Fan	Corresponding	Journal Article	12730588	Science	2003	Astronomy. Black holes at the cosmic dawn.	Steward Observatory; University of Arizona; Tucson; AZ 85721; USA. fan@as.arizona.edu
Caitlin A Griffith	First	Journal Article	12714742	Science	2003	Evidence for the exposure of water ice on Titan's surface.	Department of Planetary Sciences; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721-0092; USA. griffith@lpl.arizona.edu
Tobias Owen	Corresponding	Journal Article	12714742	Science	2003	Evidence for the exposure of water ice on Titan's surface.	Department of Planetary Sciences; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721-0092; USA. griffith@lpl.arizona.edu
Thomas R Geballe	Corresponding	Journal Article	12714742	Science	2003	Evidence for the exposure of water ice on Titan's surface.	Department of Planetary Sciences; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721-0092; USA. griffith@lpl.arizona.edu
John Rayner	Corresponding	Journal Article	12714742	Science	2003	Evidence for the exposure of water ice on Titan's surface.	Department of Planetary Sciences; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721-0092; USA. griffith@lpl.arizona.edu
Pascal Rannou	Corresponding	Journal Article	12714742	Science	2003	Evidence for the exposure of water ice on Titan's surface.	Department of Planetary Sciences; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721-0092; USA. griffith@lpl.arizona.edu
Brian J McGill	Corresponding	Journal Article	12692564	Nature	2003	A test of the unified neutral theory of biodiversity.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. mail@brianmcgill.org
Ralph Lorenz	Corresponding	Journal Article	12574610	Science	2003	Computational mathematics. Full steam ahead-probably.	Lunar and Planetary Laboratory; University of Arizona; AZ 85721; USA. rlorenz@lpl.arizona.edu
Philip E Krider	Corresponding	Journal Article	12560538	Science	2003	Atmospheric science. Deciphering the energetics of lightning.	Institute of Atmospheric Physics; University of Arizona; Tucson; AZ 85721; USA. krider@atmo.arizona.edu
Fred J Ciesla	First	Journal Article	12543970	Science	2003	A nebular origin for chondritic fine-grained phyllosilicates.	Department of Planetary Sciences; Lunar and Planetary Laboratory; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721; USA. fciesla@lpl.arizona.edu
Dante S Lauretta	Corresponding	Journal Article	12543970	Science	2003	A nebular origin for chondritic fine-grained phyllosilicates.	Department of Planetary Sciences; Lunar and Planetary Laboratory; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721; USA. fciesla@lpl.arizona.edu
Barbara A Cohen	Corresponding	Journal Article	12543970	Science	2003	A nebular origin for chondritic fine-grained phyllosilicates.	Department of Planetary Sciences; Lunar and Planetary Laboratory; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721; USA. fciesla@lpl.arizona.edu
Lon L Hood	Corresponding	Journal Article	12543970	Science	2003	A nebular origin for chondritic fine-grained phyllosilicates.	Department of Planetary Sciences; Lunar and Planetary Laboratory; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721; USA. fciesla@lpl.arizona.edu
Robert A Gatenby	First	Journal Article	12540881	Nature	2003	Mathematical oncology: cancer summed up.	Department of Radiology; University of Arizona; Tucson; Arizona 85724-5067; USA.
Philip K Maini	Corresponding	Journal Article	12540881	Nature	2003	Mathematical oncology: cancer summed up.	Department of Radiology; University of Arizona; Tucson; Arizona 85724-5067; USA.
Arthur T Winfree	Corresponding	Journal Article	12493899	Science	2002	Oscillating systems. On emerging coherence.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; AZ 85721; USA.
J David Lambert	First	Journal Article	12478296	Nature	2002	Asymmetric inheritance of centrosomally localized mRNAs during embryonic cleavages.	Department of Molecular and Cellular Biology; University of Arizona; Tucson; Arizona 85721; USA.
Lisa M Nagy	Corresponding	Journal Article	12478296	Nature	2002	Asymmetric inheritance of centrosomally localized mRNAs during embryonic cleavages.	Department of Molecular and Cellular Biology; University of Arizona; Tucson; Arizona 85721; USA.
Thomas Bever	First	Journal Article	12446896	Science	2002	Linguistics. Noam's Ark.	Department of Linguistics; University of Arizona; Tucson; AZ 85721; USA. tgb@u.arizona.edu
