Name,Author Type,Article Type,Journal,Year,Article title,Author affiliation
A W Galston,Corresponding,Journal Article,Science,2010,Polyamines and plant stress: activation of putrescine biosynthesis by osmotic shock.,
O L Stein,First,Journal Article,Science,2010,Comparison of Two Methods of Analysis of Rate of Leaf Initiation in Zea mays L.,
A V Weber,Corresponding,Journal Article,Science,2010,Comparison of Two Methods of Analysis of Rate of Leaf Initiation in Zea mays L.,
M F Babb,Corresponding,Journal Article,Science,2010,THE EFFECT OF ETHYLENE UPON THE VITAMIN B CONTENT OF CELERY.,
E K Akamine,Corresponding,Journal Article,Science,2010,Ethylene Production in Fading Vanda Orchid Blossoms.,
T J Muzik,First,Journal Article,Science,2010,Growth-Regulating Chemicals Persist in Plants: Qualitative Bioassay.,
J W Whitworth,Corresponding,Journal Article,Science,2010,Growth-Regulating Chemicals Persist in Plants: Qualitative Bioassay.,
I S Kleiner,Corresponding,Journal Article,Science,2010,THE USE OF SOLANUM INDICUM IN DIABETES.,
E Ottaviano,First,Journal Article,Science,2010,Pollen Tube Growth Rates in Zea mays: Implications for Genetic Improvement of Crops.,
M Sari-Gorla,2,Journal Article,Science,2010,Pollen Tube Growth Rates in Zea mays: Implications for Genetic Improvement of Crops.,
D L Mulcahy,Corresponding,Journal Article,Science,2010,Pollen Tube Growth Rates in Zea mays: Implications for Genetic Improvement of Crops.,
P E Waibel,First,Journal Article,Science,2010,Effect of Arasan-Treated Corn on Laying Hens.,
B S Pomeroy,2,Journal Article,Science,2010,Effect of Arasan-Treated Corn on Laying Hens.,
E L Johnson,Corresponding,Journal Article,Science,2010,Effect of Arasan-Treated Corn on Laying Hens.,
M G Nuffer,Corresponding,Journal Article,Science,2010,Dosage Effect of Multiple Dt Loci on Mutation of a in the Maize Endosperm.,
R O Peterson,First,Journal Article,Science,2010,Wolves, moose, and the allometry of population cycles.,
R E Page,2,Journal Article,Science,2010,Wolves, moose, and the allometry of population cycles.,
K M Dodge,Corresponding,Journal Article,Science,2010,Wolves, moose, and the allometry of population cycles.,
M M Rhoades,Corresponding,Journal Article,Science,2010,CYTOPLASMIC INHERITANCE OF MALE STERILITY IN ZEA MAYS.,
J Kaiser,Corresponding,Journal Article,Science,2010,PLANT GENETICS:From Genome to Functional Genomics.,
A Persson,First,Journal Article,Science,2010,Gibberellin-Induced Systemic Fruit Set in a Male-Sterile Tomato.,
L Rappaport,Corresponding,Journal Article,Science,2010,Gibberellin-Induced Systemic Fruit Set in a Male-Sterile Tomato.,
M Guo,First,Journal Article,Science,2010,Trans-acting dosage effects on the expression of model gene systems in maize aneuploids.,
J A Birchler,Corresponding,Journal Article,Science,2010,Trans-acting dosage effects on the expression of model gene systems in maize aneuploids.,
A Wallenstein,First,Journal Article,Science,2010,Plant Morphology: Its Control in Proserpinaca by Photoperiod, Temperature, and Gibberellic Acid.,
L S Albert,Corresponding,Journal Article,Science,2010,Plant Morphology: Its Control in Proserpinaca by Photoperiod, Temperature, and Gibberellic Acid.,
C R Jensen,First,Journal Article,Science,2010,Labeled Oxygen: Transport through Growing Corn Roots.,
J Letey,2,Journal Article,Science,2010,Labeled Oxygen: Transport through Growing Corn Roots.,
L H Stolzy,Corresponding,Journal Article,Science,2010,Labeled Oxygen: Transport through Growing Corn Roots.,
G D Cook,First,Journal Article,Science,2010,Transpiration: Its Effects on Plant Leaf Temperature.,
J R Dixon,2,Journal Article,Science,2010,Transpiration: Its Effects on Plant Leaf Temperature.,
A C Leopold,Corresponding,Journal Article,Science,2010,Transpiration: Its Effects on Plant Leaf Temperature.,
O BjÃ¶rkman,First,Journal Article,Science,2010,Photosynthetic adaptation to high temperatures: a field study in death valley, california.,
R W Pearcy,2,Journal Article,Science,2010,Photosynthetic adaptation to high temperatures: a field study in death valley, california.,
A T Harrison,3,Journal Article,Science,2010,Photosynthetic adaptation to high temperatures: a field study in death valley, california.,
H Mooney,Corresponding,Journal Article,Science,2010,Photosynthetic adaptation to high temperatures: a field study in death valley, california.,
T R Green,First,Journal Article,Science,2010,Wound-Induced Proteinase Inhibitor in Plant Leaves: A Possible Defense Mechanism against Insects.,
C A Ryan,Corresponding,Journal Article,Science,2010,Wound-Induced Proteinase Inhibitor in Plant Leaves: A Possible Defense Mechanism against Insects.,
H Yokoyama,First,Journal Article,Science,2010,Chemical bioinduction of rubber in guayule plant.,
E P Hayman,2,Journal Article,Science,2010,Chemical bioinduction of rubber in guayule plant.,
W J Hsu,3,Journal Article,Science,2010,Chemical bioinduction of rubber in guayule plant.,
S M Poling,4,Journal Article,Science,2010,Chemical bioinduction of rubber in guayule plant.,
A J Bauman,Corresponding,Journal Article,Science,2010,Chemical bioinduction of rubber in guayule plant.,
R J Cole,First,Journal Article,Science,2010,Toxin from Fusarium moniliforme: Effects on Plants and Animals.,
J W Kirksey,2,Journal Article,Science,2010,Toxin from Fusarium moniliforme: Effects on Plants and Animals.,
H G Cutler,3,Journal Article,Science,2010,Toxin from Fusarium moniliforme: Effects on Plants and Animals.,
B L Doupnik,4,Journal Article,Science,2010,Toxin from Fusarium moniliforme: Effects on Plants and Animals.,
J C Peckham,Corresponding,Journal Article,Science,2010,Toxin from Fusarium moniliforme: Effects on Plants and Animals.,
P A Opler,Corresponding,Journal Article,Science,2010,Fossil lepidopterous leaf mines demonstrate the age of some insect-plant relationships.,
R Lewin,Corresponding,Journal Article,Science,2010,RNA plasmid discovered in maize mitochondria.,
P M Harney,First,Journal Article,Science,2010,Biochemical Anomaly in Flower Extracts of Interspecific Hybrids between Lotus Specoes.,
W F Grant,Corresponding,Journal Article,Science,2010,Biochemical Anomaly in Flower Extracts of Interspecific Hybrids between Lotus Specoes.,
D G Langham,Corresponding,Journal Article,Science,2010,Genetical Studies of the Sesame Flower.,
J D Jones,First,Journal Article,Science,2010,Visual detection of transposition of the maize element activator (ac) in tobacco seedlings.,
F M Carland,2,Journal Article,Science,2010,Visual detection of transposition of the maize element activator (ac) in tobacco seedlings.,
P Maliga,3,Journal Article,Science,2010,Visual detection of transposition of the maize element activator (ac) in tobacco seedlings.,
H K Dooner,Corresponding,Journal Article,Science,2010,Visual detection of transposition of the maize element activator (ac) in tobacco seedlings.,
J Wenzel,First,Journal Article,Science,2010,Amorphous solid water: a neutron diffraction study.,
C U LinderstrÃ¸m-Lang,2,Journal Article,Science,2010,Amorphous solid water: a neutron diffraction study.,
S A Rice,Corresponding,Journal Article,Science,2010,Amorphous solid water: a neutron diffraction study.,
M B Church,First,Journal Article,Science,2010,MOLD HYPHAe IN SUGAR AND SOIL COMPARED WITH ROOT HAIRS.,
C Thom,Corresponding,Journal Article,Science,2010,MOLD HYPHAe IN SUGAR AND SOIL COMPARED WITH ROOT HAIRS.,
H H Iltis,First,Journal Article,Science,2010,Zea diploperennis (Gramineae): A New Teosinte from Mexico.,
J F Doebley,2,Journal Article,Science,2010,Zea diploperennis (Gramineae): A New Teosinte from Mexico.,
R G M,3,Journal Article,Science,2010,Zea diploperennis (Gramineae): A New Teosinte from Mexico.,
B Pazy,Corresponding,Journal Article,Science,2010,Zea diploperennis (Gramineae): A New Teosinte from Mexico.,
M Wahlen,First,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
N Tanaka,2,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
R Henry,3,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
B Deck,4,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
J Zeglen,5,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
J S Vogel,6,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
J Southon,7,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
A Shemesh,8,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
R Fairbanks,9,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
W Broecker,Corresponding,Journal Article,Science,2010,Carbon-14 in methane sources and in atmospheric methane: the contribution from fossil carbon.,
P S Misra,First,Journal Article,Science,2010,Endosperm protein synthesis in maize mutants with increased lysine content.,
R Jambunathan,2,Journal Article,Science,2010,Endosperm protein synthesis in maize mutants with increased lysine content.,
E T Mertz,3,Journal Article,Science,2010,Endosperm protein synthesis in maize mutants with increased lysine content.,
D V Glover,4,Journal Article,Science,2010,Endosperm protein synthesis in maize mutants with increased lysine content.,
H M Barbosa,5,Journal Article,Science,2010,Endosperm protein synthesis in maize mutants with increased lysine content.,
K S McWhirter,Corresponding,Journal Article,Science,2010,Endosperm protein synthesis in maize mutants with increased lysine content.,
E M Brouwers,First,Journal Article,Science,2010,Dinosaurs on the north slope, alaska: high latitude, latest cretaceous environments.,
W A Clemens,2,Journal Article,Science,2010,Dinosaurs on the north slope, alaska: high latitude, latest cretaceous environments.,
R A Spicer,3,Journal Article,Science,2010,Dinosaurs on the north slope, alaska: high latitude, latest cretaceous environments.,
T A Ager,4,Journal Article,Science,2010,Dinosaurs on the north slope, alaska: high latitude, latest cretaceous environments.,
L D Carter,5,Journal Article,Science,2010,Dinosaurs on the north slope, alaska: high latitude, latest cretaceous environments.,
W V Sliter,Corresponding,Journal Article,Science,2010,Dinosaurs on the north slope, alaska: high latitude, latest cretaceous environments.,
B D Smith,Corresponding,Journal Article,Science,2010,Origins of agriculture in eastern north america.,
W J McIlrath,First,Journal Article,Science,2010,Dehydration of Seeds in Intact Tomato Fruits.,
Y P Abrol,2,Journal Article,Science,2010,Dehydration of Seeds in Intact Tomato Fruits.,
F Heiligman,Corresponding,Journal Article,Science,2010,Dehydration of Seeds in Intact Tomato Fruits.,
N W Stuart,Corresponding,Journal Article,Science,2010,Initiation of Flower Buds in Rhododendron after Application of Growth Retardants.,
O H Emerson,First,Journal Article,Science,2010,THE OCCURRENCE OF GAMMA TOCOPHEROL IN CORN EMBRYO OIL.,
G A Emerson,2,Journal Article,Science,2010,THE OCCURRENCE OF GAMMA TOCOPHEROL IN CORN EMBRYO OIL.,
H M Evans,Corresponding,Journal Article,Science,2010,THE OCCURRENCE OF GAMMA TOCOPHEROL IN CORN EMBRYO OIL.,
M D Wood,First,Journal Article,Science,2010,Relation between earthquakes, weather, and soil tilt.,
N E King,Corresponding,Journal Article,Science,2010,Relation between earthquakes, weather, and soil tilt.,
L O Tiffin,First,Journal Article,Science,2010,Iron Chelates in Soybean Exudate.,
J C Brown,Corresponding,Journal Article,Science,2010,Iron Chelates in Soybean Exudate.,
W H Eyster,Corresponding,Journal Article,Science,2010,CHROMOSOME VIII IN MAIZE.,
C H Muller,First,Journal Article,Science,2010,Volatile Growth Inhibitors Produced by Aromatic Shrubs.,
W H Muller,2,Journal Article,Science,2010,Volatile Growth Inhibitors Produced by Aromatic Shrubs.,
B L Haines,Corresponding,Journal Article,Science,2010,Volatile Growth Inhibitors Produced by Aromatic Shrubs.,
E F Smith,First,Journal Article,Science,2010,DIPLODIA DISEASE OF MAIZE (SUSPECTED CAUSE OF PELLAGRA).,
F Hedges,Corresponding,Journal Article,Science,2010,DIPLODIA DISEASE OF MAIZE (SUSPECTED CAUSE OF PELLAGRA).,
J A Lippincott,First,Journal Article,Science,2010,Lysopine and Octopine Promote Crown-Gall Tumor Growth in vivo.,
B B Lippincott,Corresponding,Journal Article,Science,2010,Lysopine and Octopine Promote Crown-Gall Tumor Growth in vivo.,
W H Lewis,Corresponding,Journal Article,Science,2010,Chromosomal drift, a new phenomenon in plants.,
D Normile,Corresponding,Journal Article,Science,2010,AGRICULTURE: Variety Spices Up Chinese Rice Yields.,
G W Beadle,First,Journal Article,Science,2010,A GENIC DISTURBANCE OF MEIOSIS IN ZEA MAYS.,
B McClintock,Corresponding,Journal Article,Science,2010,A GENIC DISTURBANCE OF MEIOSIS IN ZEA MAYS.,
E R Hitchner,Corresponding,Journal Article,Science,2010,THE ISOLATION OF A BACTERIOLYTIC PRINCIPLE FROM THE ROOT NODULES OF THE LEGUMINOSEAE.,
D L Morris,First,Journal Article,Science,2010,GLYCOGEN IN SWEET CORN.,
C T Morris,Corresponding,Journal Article,Science,2010,GLYCOGEN IN SWEET CORN.,
J W O'leary,First,Journal Article,Science,2010,Root Pressure in Conifers.,
P J Kramer,Corresponding,Journal Article,Science,2010,Root Pressure in Conifers.,
B T Dickson,Corresponding,Journal Article,Science,2010,TOBACCO AND TOMATO MOSAIC.,
J J Reid,First,Journal Article,Science,2010,THE FERMENTATION OF CIGAR-LEAF TOBACCO.,
D W McKinstry,2,Journal Article,Science,2010,THE FERMENTATION OF CIGAR-LEAF TOBACCO.,
D E Haley,Corresponding,Journal Article,Science,2010,THE FERMENTATION OF CIGAR-LEAF TOBACCO.,
D Pimentel,First,Journal Article,Science,2010,Food production and the energy crisis.,
L E Hurd,2,Journal Article,Science,2010,Food production and the energy crisis.,
A C Bellotti,3,Journal Article,Science,2010,Food production and the energy crisis.,
M J Forster,4,Journal Article,Science,2010,Food production and the energy crisis.,
I N Oka,5,Journal Article,Science,2010,Food production and the energy crisis.,
O D Sholes,6,Journal Article,Science,2010,Food production and the energy crisis.,
R J Whitman,Corresponding,Journal Article,Science,2010,Food production and the energy crisis.,
L N King,First,Journal Article,Science,2010,Resistance to Erysiphe polygoni of Red Clover Infected with Bean Yellow Mosaic Virus.,
R E Hampton,2,Journal Article,Science,2010,Resistance to Erysiphe polygoni of Red Clover Infected with Bean Yellow Mosaic Virus.,
S Diachun,Corresponding,Journal Article,Science,2010,Resistance to Erysiphe polygoni of Red Clover Infected with Bean Yellow Mosaic Virus.,
R A Jorgensen,Corresponding,Journal Article,Science,2010,Cosuppression, flower color patterns, and metastable gene expression States.,
R TÃ¶pfer,First,Journal Article,Science,2010,Modification of plant lipid synthesis.,
N Martini,2,Journal Article,Science,2010,Modification of plant lipid synthesis.,
J Schell,Corresponding,Journal Article,Science,2010,Modification of plant lipid synthesis.,
L Dones,First,Journal Article,Science,2010,Why does the Earth spin forward?,
S Tremaine,Corresponding,Journal Article,Science,2010,Why does the Earth spin forward?,
C O Qualset,First,Journal Article,Science,2010,Mutation in internode length affects wheat plant-type.,
G N Fick,2,Journal Article,Science,2010,Mutation in internode length affects wheat plant-type.,
M J Constantin,3,Journal Article,Science,2010,Mutation in internode length affects wheat plant-type.,
T S Osborne,Corresponding,Journal Article,Science,2010,Mutation in internode length affects wheat plant-type.,
L Beckman,First,Journal Article,Science,2010,Catalase Hybrid Enzymes in Maize.,
J G Scandalios,2,Journal Article,Science,2010,Catalase Hybrid Enzymes in Maize.,
J L Brewbaker,Corresponding,Journal Article,Science,2010,Catalase Hybrid Enzymes in Maize.,
R M Goldstein,First,Journal Article,Science,2010,Remote sensing of ocean currents.,
H A Zebker,2,Journal Article,Science,2010,Remote sensing of ocean currents.,
T P Barnett,Corresponding,Journal Article,Science,2010,Remote sensing of ocean currents.,
P F Scholander,First,Journal Article,Science,2010,Sap Pressure in Vascular Plants: Negative hydrostatic pressure can be measured in plants.,
E D Bradstreet,2,Journal Article,Science,2010,Sap Pressure in Vascular Plants: Negative hydrostatic pressure can be measured in plants.,
E A Hemmingsen,3,Journal Article,Science,2010,Sap Pressure in Vascular Plants: Negative hydrostatic pressure can be measured in plants.,
H T Hammel,Corresponding,Journal Article,Science,2010,Sap Pressure in Vascular Plants: Negative hydrostatic pressure can be measured in plants.,
C A Schroeder,First,Journal Article,Science,2010,Totipotency of Cells from Fruit Pericarp Tissue in vitro.,
E Kay,2,Journal Article,Science,2010,Totipotency of Cells from Fruit Pericarp Tissue in vitro.,
L H Davis,Corresponding,Journal Article,Science,2010,Totipotency of Cells from Fruit Pericarp Tissue in vitro.,
A S Moffat,Corresponding,Journal Article,Science,2010,Corn transformed.,
C V Riley,Corresponding,Journal Article,Science,2010,THE NUMBER OF BROODS OF THE IMPORTED ELM-LEAF BEETLE.,
J J Taubenhaus,Corresponding,Journal Article,Science,2010,PINK ROOT OF ONIONS.,
F Skoog,First,Journal Article,Science,2010,ENZYMATIC LIBERATION OF AUXIN FROM PLANT TISSUES.,
K V Thimann,Corresponding,Journal Article,Science,2010,ENZYMATIC LIBERATION OF AUXIN FROM PLANT TISSUES.,
C J King,First,Journal Article,Science,2010,THE COTTON ROOT ROT FUNGUS INDIGENOUS IN ARIZONA DESERTS.,
C Hope,2,Journal Article,Science,2010,THE COTTON ROOT ROT FUNGUS INDIGENOUS IN ARIZONA DESERTS.,
E D Eaton,Corresponding,Journal Article,Science,2010,THE COTTON ROOT ROT FUNGUS INDIGENOUS IN ARIZONA DESERTS.,
J Ehleringer,First,Journal Article,Science,2010,Solar tracking by plants.,
I Forseth,Corresponding,Journal Article,Science,2010,Solar tracking by plants.,
L C Pakiser,First,Journal Article,Science,2010,Seismic models of the root of the sierra nevada.,
J N Brune,Corresponding,Journal Article,Science,2010,Seismic models of the root of the sierra nevada.,
G Marland,First,Journal Article,Science,2010,Corn power.,
A Turhollow,Corresponding,Journal Article,Science,2010,Corn power.,
H H Rogers,First,Journal Article,Science,2010,Response of agronomic and forest species to elevated atmospheric carbon dioxide.,
J F Thomas,2,Journal Article,Science,2010,Response of agronomic and forest species to elevated atmospheric carbon dioxide.,
G E Bingham,Corresponding,Journal Article,Science,2010,Response of agronomic and forest species to elevated atmospheric carbon dioxide.,
B C Gerwick,First,Journal Article,Science,2010,Initiation of sulfate activation: a variation in c4 photosynthesis plants.,
S B Ku,2,Journal Article,Science,2010,Initiation of sulfate activation: a variation in c4 photosynthesis plants.,
C C Black,Corresponding,Journal Article,Science,2010,Initiation of sulfate activation: a variation in c4 photosynthesis plants.,
H Hus,Corresponding,Journal Article,Science,2010,THE CHARACTER OF THE ENDOSPERM OF SUGAR CORN.,
E Marshall,Corresponding,Journal Article,Science,2010,Yellow Rain Experts Battle Over Corn Mold: An obscure toxin began killing chickens in Arizona 2 years ago; the experts fail to agree on what it is, but recent findings point to a compound similar to Yellow Rain toxins produced by a common corn mold.,
D Dickson,Corresponding,Journal Article,Science,2010,IBM's Zurich Lab Is "Flower" in Europe: Two major discoveries--the scanning tunneling microscope and superconducting ceramics--highlight IBM Zurich lab's success in tapping Europe's scientific talent.,
B D Halsted,Corresponding,Journal Article,Science,2010,Retrograde metamorphosis of a strawberry-flower.,
D I Macht,Corresponding,Journal Article,Science,2010,Influence of Human Saliva and Blood Serum on Germination and Root Growth.,
E C Stakman,First,Journal Article,Science,2010,Variation Induced by Uranium Nitrate in Corn Smut and the Cultivated Mushroom.,
J M Daly,2,Journal Article,Science,2010,Variation Induced by Uranium Nitrate in Corn Smut and the Cultivated Mushroom.,
M L Gattani,3,Journal Article,Science,2010,Variation Induced by Uranium Nitrate in Corn Smut and the Cultivated Mushroom.,
I Wahl,Corresponding,Journal Article,Science,2010,Variation Induced by Uranium Nitrate in Corn Smut and the Cultivated Mushroom.,
S Chandra,First,Journal Article,Science,2010,Localization of calcium in amyloplasts of root-cap cells using ion microscopy.,
J F Chabot,2,Journal Article,Science,2010,Localization of calcium in amyloplasts of root-cap cells using ion microscopy.,
G H Morrison,3,Journal Article,Science,2010,Localization of calcium in amyloplasts of root-cap cells using ion microscopy.,
A C Leopold,Corresponding,Journal Article,Science,2010,Localization of calcium in amyloplasts of root-cap cells using ion microscopy.,
P Blais,First,Journal Article,Science,2010,Morphology of nascent ziegler-natta polymers.,
R S Manley,Corresponding,Journal Article,Science,2010,Morphology of nascent ziegler-natta polymers.,
L W Anderson,Corresponding,Journal Article,Science,2010,Abscisic Acid Induces Formation of Floating Leaves in the Heterophyllous Aquatic Angiosperm Potamogeton nodosus.,
E C Maxie,First,Journal Article,Science,2010,2,4,5-trichlorophenoxyacetic Acid: effect on ethylene production by fruits and leaves of fig tree.,
J C Crane,Corresponding,Journal Article,Science,2010,2,4,5-trichlorophenoxyacetic Acid: effect on ethylene production by fruits and leaves of fig tree.,
H V Jordan,First,Journal Article,Science,2010,PIGMENTATION IN THE ROOT OF THE COTTON PLANT.,
D R Ergle,2,Journal Article,Science,2010,PIGMENTATION IN THE ROOT OF THE COTTON PLANT.,
J H Hunter,3,Journal Article,Science,2010,PIGMENTATION IN THE ROOT OF THE COTTON PLANT.,
J E Adams,Corresponding,Journal Article,Science,2010,PIGMENTATION IN THE ROOT OF THE COTTON PLANT.,
K K Sastry,First,Journal Article,Science,2010,Gibberellin: Effect on Diffusible Auxin in Fruit Development.,
R M Muir,Corresponding,Journal Article,Science,2010,Gibberellin: Effect on Diffusible Auxin in Fruit Development.,
T F Manns,First,Journal Article,Science,2010,PREVALENCE AND DISTRIBUTION OF FUNGI INTERNAL OF SEED CORN.,
J F Adams,Corresponding,Journal Article,Science,2010,PREVALENCE AND DISTRIBUTION OF FUNGI INTERNAL OF SEED CORN.,
H D Harrington,Corresponding,Journal Article,Science,2010,VALUE OF CHARACTERS OF THE UNDEVELOPED SHOOT IN IDENTIFYING PLANTS.,
J G Leach,Corresponding,Journal Article,Science,2010,THE SEED-CORN MAGGOT AND POTATO BLACKLEG.,
W A Cannon,Corresponding,Journal Article,Science,2010,ON THE UPPER CRITICAL CONCENTRATION OF OXYGEN IN ROOT GROWTH.,
T C Turlings,First,Journal Article,Science,2010,Exploitation of herbivore-induced plant odors by host-seeking parasitic wasps.,
J H Tumlinson,2,Journal Article,Science,2010,Exploitation of herbivore-induced plant odors by host-seeking parasitic wasps.,
W J Lewis,Corresponding,Journal Article,Science,2010,Exploitation of herbivore-induced plant odors by host-seeking parasitic wasps.,
M E PatÃ©-Cornell,Corresponding,Journal Article,Science,2010,Organizational aspects of engineering system safety: the case of offshore platforms.,
M J Pinthus,First,Journal Article,Science,2010,Field and vegetable crop mutants with increased resistance to herbicides.,
Y Eshel,2,Journal Article,Science,2010,Field and vegetable crop mutants with increased resistance to herbicides.,
Y Shchori,Corresponding,Journal Article,Science,2010,Field and vegetable crop mutants with increased resistance to herbicides.,
N Wade,Corresponding,Journal Article,Science,2010,A Message froam Corn Blight:.,
G P RÃ©dei,Corresponding,Journal Article,Science,2010,Somatic Instability Caused by a Cysteine-Sensitive Gene in Arabidopsis.,
P J Parrott,Corresponding,Journal Article,Science,2010,PEAR-LEAF BLISTER-MITE (ERIOPHYES PIRI NAL.).,
J Kramer,Corresponding,Journal Article,Science,2010,SEEDS FOR THE STUDY OF ROOT AND ROOT-HAIR STRUCTURE IN BOTANICAL LABORATORIES.,
W N Ezekiel,First,Journal Article,Science,2010,LEAF TEMPERATURES OF COTTON PLANTS WITH PHYMATOTRICHUM ROOT ROT.,
J J Taubenhaus,Corresponding,Journal Article,Science,2010,LEAF TEMPERATURES OF COTTON PLANTS WITH PHYMATOTRICHUM ROOT ROT.,
F A Loew,Corresponding,Journal Article,Science,2010,THE TOXIC EFFECT OF H AND OH IONS ON SEEDLINGS OF INDIAN CORN.,
L Roberts,Corresponding,Journal Article,Science,2010,Genetic Engineers Build a Better Tomato: Green, flavorless, and rock hard, the store-bought tomato is perhaps the cruelest invention of American agriculture. Now hope is in sight for a tomato that tastes.,
M J Raupp,First,Journal Article,Science,2010,Methylcyclopentanoid monoterpenes mediate interactions among insect herbivores.,
F R Milan,2,Journal Article,Science,2010,Methylcyclopentanoid monoterpenes mediate interactions among insect herbivores.,
P Barbosa,3,Journal Article,Science,2010,Methylcyclopentanoid monoterpenes mediate interactions among insect herbivores.,
B A Leonhardt,Corresponding,Journal Article,Science,2010,Methylcyclopentanoid monoterpenes mediate interactions among insect herbivores.,
A H Paterson,First,Journal Article,Science,2010,Convergent domestication of cereal crops by independent mutations at corresponding genetic Loci.,
Y R Lin,2,Journal Article,Science,2010,Convergent domestication of cereal crops by independent mutations at corresponding genetic Loci.,
Z Li,3,Journal Article,Science,2010,Convergent domestication of cereal crops by independent mutations at corresponding genetic Loci.,
K F Schertz,4,Journal Article,Science,2010,Convergent domestication of cereal crops by independent mutations at corresponding genetic Loci.,
J F Doebley,5,Journal Article,Science,2010,Convergent domestication of cereal crops by independent mutations at corresponding genetic Loci.,
S R Pinson,6,Journal Article,Science,2010,Convergent domestication of cereal crops by independent mutations at corresponding genetic Loci.,
S C Liu,7,Journal Article,Science,2010,Convergent domestication of cereal crops by independent mutations at corresponding genetic Loci.,
J W Stansel,8,Journal Article,Science,2010,Convergent domestication of cereal crops by independent mutations at corresponding genetic Loci.,
J E Irvine,Corresponding,Journal Article,Science,2010,Convergent domestication of cereal crops by independent mutations at corresponding genetic Loci.,
J S Boyer,Corresponding,Journal Article,Science,2010,Isopiestic technique: measurement of accurate leaf water potentials.,
R J Marquis,Corresponding,Journal Article,Science,2010,Leaf herbivores decrease fitness of a tropical plant.,
M M Waldrop,Corresponding,Journal Article,Science,2010,A flower in virgo.,
E K Akamine,Corresponding,Journal Article,Science,2010,Effect of 2,4-Dichlorophenoxyacetic Acid on Root Development in Bean Cotyledons.,
F S Hammett,First,Journal Article,Science,2010,DISULFIDE FROM AMMONIUM SULFATE IN THE PRESENCE OF MASHED ROOT-TIPS OF PHASEOLUS VULGARIS.,
A Reynolds,Corresponding,Journal Article,Science,2010,DISULFIDE FROM AMMONIUM SULFATE IN THE PRESENCE OF MASHED ROOT-TIPS OF PHASEOLUS VULGARIS.,
D Perlstein,First,Journal Article,Science,2010,ORAL ADMINISTRATION OF PENICILLIN IN CORN OIL AND LANOLIN.,
R G Kluener,2,Journal Article,Science,2010,ORAL ADMINISTRATION OF PENICILLIN IN CORN OIL AND LANOLIN.,
A J Liebmann,3,Journal Article,Science,2010,ORAL ADMINISTRATION OF PENICILLIN IN CORN OIL AND LANOLIN.,
I Dorrell,Corresponding,Journal Article,Science,2010,ORAL ADMINISTRATION OF PENICILLIN IN CORN OIL AND LANOLIN.,
H A Mooney,First,Journal Article,Science,2010,Atmospheric water uptake by an atacama desert shrub.,
S L Gulmon,2,Journal Article,Science,2010,Atmospheric water uptake by an atacama desert shrub.,
J Ehleringer,3,Journal Article,Science,2010,Atmospheric water uptake by an atacama desert shrub.,
P W Rundel,Corresponding,Journal Article,Science,2010,Atmospheric water uptake by an atacama desert shrub.,
H De Vries,Corresponding,Journal Article,Science,2010,MASS MUTATION IN ZEA MAYS.,
G N Brown,Corresponding,Journal Article,Science,2010,Cesium in Liriodendron and Other Woody Species: Organic Bonding Sites.,
S H Wittwer,First,Journal Article,Science,2010,Gibberellin Effects on Temperature and Photoperiodic Requirements for Flowering of Some Plants.,
M J Bukovac,Corresponding,Journal Article,Science,2010,Gibberellin Effects on Temperature and Photoperiodic Requirements for Flowering of Some Plants.,
D Telfair,First,Journal Article,Science,2010,Penetration of Fallout Fission Products into an Indiana Soil.,
J Luetzelschwab,Corresponding,Journal Article,Science,2010,Penetration of Fallout Fission Products into an Indiana Soil.,
C B Lipman,Corresponding,Journal Article,Science,2010,MORE "MOTTLE-LEAF" DISCUSSION.,
M H Crawford,Corresponding,Journal Article,Science,2010,Space tomato seeds to see rhizosphere.,
E W Lindstrom,Corresponding,Journal Article,Science,2010,A GENETIC LINKAGE BETWEEN SIZE AND COLOR FACTORS IN THE TOMATO.,
L D NoodÃ©n,First,Journal Article,Science,2010,Prevention of monocarpic senescence in soybeans with auxin and cytokinin: an antidote for self-destruction.,
G M Kahanak,2,Journal Article,Science,2010,Prevention of monocarpic senescence in soybeans with auxin and cytokinin: an antidote for self-destruction.,
Y Okatan,Corresponding,Journal Article,Science,2010,Prevention of monocarpic senescence in soybeans with auxin and cytokinin: an antidote for self-destruction.,
E G Montgomery,Corresponding,Journal Article,Science,2010,NOTE REGARDING MAIZE FLOWERS.,
J S Barlow,First,Journal Article,Science,2010,Ethylene Oxide for Sterilizing Diets.,
